Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
3590,pub.1158531818,10.1007/s10690-023-09411-0,,PMC10233543,Exchange Rate and Stock Prices Volatility Connectedness and Spillover during Pandemic Induced-Crises: Evidence from BRICS Countries,"This paper investigated exchange rate and stock price volatility connectedness and spillover in Brazil, Russia, India, China, and South Africa (BRICS) during pandemic-induced crises. We first extracted volatility using the Generalized Auto-Regressive Conditional Heteroskedasticity (GARCH) model. Then volatility connectedness and spillover were investigated by using (Diebold and Yilmaz, International Journal of Forecasting, 28(1), 57É??66, 2012) method. We find that exchange rate volatility and stock return volatilities are connected during pandemic-induced crises. The study also finds volatilities spillover among countries in the sample. Russia has strong volatility connectedness with India in these financial markets. The direction of volatility spillover is from Russia to India. Similarly, Brazil has strong volatility connectedness with South Africa and the direction volatility spillover is from Brazil to South Africa. Finally, China has a weak volatility connection with the remaining BRICS countries. Thus, the volatility transfer in these financial markets and across BRICS countries has economic implications.",,,Asia-Pacific Financial Markets,,,,45078,2023,45078,2024-03,31,1,183-203,All OA; Bronze,Article,"Hussain, Muntazir; Bashir, Usman; Rehman, Ramiz Ur","Hussain, Muntazir (Faculty of Business, Sohar University, Al-Jamia Street, 311, Sohar, Oman); Bashir, Usman (Department of Economics and Finance, College of Business, University of Bahrain, Manama, Kingdom of Bahrain); Rehman, Ramiz Ur (Faculty of Business, Sohar University, Al-Jamia Street, 311, Sohar, Oman)","Hussain, Muntazir (Sohar University)","Hussain, Muntazir (Sohar University); Bashir, Usman (University of Bahrain); Rehman, Ramiz Ur (Sohar University)",7,7,,,https://link.springer.com/content/pdf/10.1007/s10690-023-09411-0.pdf,https://app.dimensions.ai/details/publication/pub.1158531818,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment",
3586,pub.1157509668,10.1016/j.isci.2023.106736,37216095,PMC10196580,Toward a framework for systemic multi-hazard and multi-risk assessment and management,"In our increasingly interconnected world, natural hazards and their impacts spread across geographical, administrative, and sectoral boundaries. Owing to the interrelationships between multi-hazards and socio-economic dimensions, the impacts of these types of events can surmount those of multiple single hazards. The complexities involved in tackling multi-hazards and multi-risks hinder a more holistic and integrative perspective and make it difficult to identify overarching dimensions important for assessment and management purposes. We contribute to this discussion by building on systemic risk research, especially the focus on interconnectedness, and suggest ways forward for an integrated multi-hazard and multi-risk framework that should be beneficial in real-world applications. In this article, we propose a six-step framework for analyzing and managing risk across a spectrum ranging from single-to multi- and systemic risk.","Acknowledgments The work was done as a part of the HORIZON 2020 MYRIAD-EU Project, and the authors acknowledge the funding from the European UnionÉ??s Horizon 2020 research and innovation programme call H2020-LC-CLA-2018-2019-2020 under grant agreement number 101003276. We thank members of the MYRIAD-EU consortium for their valuable contributions in the discussion of the framework, especially to Julius Schlumberger, James Daniell, and Siddharth Krishnaswamy, MYRIAD-EU Pilot Leads (Anne Sophie Daloz, Lin Ma, Sharon Tatman, Noemi Padron Fumero), as well as all the participants of the MYRIAD-EU Workshop in April 2022. We also thank the members of Arctik for the graphic design of the framework and images in the article. Finally, we thank the anonymous reviewers for their comments that improved the manuscript. Author contributions S.H-S. and R.S-T. developed the theory for the framework, S.H-S., R.S-T., and K.R. built the stepwise framework. P.J.W. provided examples and all authors contributed to writing and reviewing the article. Declaration of interests The authors declare no competing interests.",,iScience,,,,45042,2023,45042,2023-05,26,5,106736,All OA; Gold,Article,"Hochrainer-Stigler, Stefan; èˇakié?, Robert Trogrlié?; Reiter, Karina; Ward, Philip J.; de Ruiter, Marleen C.; Duncan, Melanie J.; Torresan, Silvia; Ciurean, Roxana; Mysiak, Jaroslav; Stuparu, Dana; Gottardo, Stefania","Hochrainer-Stigler, Stefan (Systemic Risk and Resilience Research Group, International Institute for Applied System Analysis, 2361 Laxenburg, Austria); èˇakié?, Robert Trogrlié? (Systemic Risk and Resilience Research Group, International Institute for Applied System Analysis, 2361 Laxenburg, Austria); Reiter, Karina (Systemic Risk and Resilience Research Group, International Institute for Applied System Analysis, 2361 Laxenburg, Austria); Ward, Philip J. (Institute for Environmental Studies (IVM), Vrije Universiteit Amsterdam, 1081 HV Amsterdam, the Netherlands; Deltares, 2600 MH Delft, the Netherlands); de Ruiter, Marleen C. (Institute for Environmental Studies (IVM), Vrije Universiteit Amsterdam, 1081 HV Amsterdam, the Netherlands); Duncan, Melanie J. (British Geological Survey, NG12 5GG Keyworth, EH14 4BA Edinburgh, UK); Torresan, Silvia (Euro-Mediterranean Center on Climate Change and CaÉ?? Foscari University of Venice, Edificio Porta dellÉ??Innovazione - Piano2, Via della Libert?ˇ, 12, 30175 Marghera-Venice, VE, Italy); Ciurean, Roxana (British Geological Survey, NG12 5GG Keyworth, EH14 4BA Edinburgh, UK); Mysiak, Jaroslav (Euro-Mediterranean Center on Climate Change and CaÉ?? Foscari University of Venice, Edificio Porta dellÉ??Innovazione - Piano2, Via della Libert?ˇ, 12, 30175 Marghera-Venice, VE, Italy); Stuparu, Dana (Deltares, 2600 MH Delft, the Netherlands); Gottardo, Stefania (Euro-Mediterranean Center on Climate Change and CaÉ?? Foscari University of Venice, Edificio Porta dellÉ??Innovazione - Piano2, Via della Libert?ˇ, 12, 30175 Marghera-Venice, VE, Italy)","èˇakié?, Robert Trogrlié? (International Institute for Applied Systems Analysis)","Hochrainer-Stigler, Stefan (International Institute for Applied Systems Analysis); èˇakié?, Robert Trogrlié? (International Institute for Applied Systems Analysis); Reiter, Karina (International Institute for Applied Systems Analysis); Ward, Philip J. (Vrije Universiteit Amsterdam; Deltares); de Ruiter, Marleen C. (Vrije Universiteit Amsterdam); Duncan, Melanie J. (British Geological Survey); Torresan, Silvia (Ca' Foscari University of Venice); Ciurean, Roxana (British Geological Survey); Mysiak, Jaroslav (Ca' Foscari University of Venice); Stuparu, Dana (Deltares); Gottardo, Stefania (Ca' Foscari University of Venice)",10,10,,,http://www.cell.com/article/S2589004223008131/pdf,https://app.dimensions.ai/details/publication/pub.1157509668,"35 Commerce, Management, Tourism and Services; 41 Environmental Sciences; 4104 Environmental Management",
3581,pub.1133366617,10.1007/s13162-020-00185-6,,PMC7725646,Developing a strong sustainability research program in marketing,"This article takes stock of sustainability research in marketing and argues for developing a Strong Sustainability Research (SSR) program, led by a Consumer Culture Theory (CCT) approach. First, I define weak vs. strong sustainability and identify two main problems with continuing to research business with the weak sustainability approach. Second, I discuss past approaches to sustainability research in marketing, which primarily promote weak sustainability. Third, I use the agriculture industry to illustrate how an SSR program in marketing could be developed to bring insights to practitioners and policy makers and build new modes of production, consumption and exchange. Finally, I suggest that the SSR program facilitates collaboration between mainstream marketing and CCT researchers by providing a common ontological platform that can transform epistemological differences into complementary strengths. I argue SSR is a way that marketing research can gain broad impact and relevance.",,,AMS Review,,,,44175,2020,44175,2021-06,11,45293,96-114,All OA; Hybrid,Article,"Press, Melea","Press, Melea (University of Glasgow, University Avenue, G12 8QQ, Glasgow, UK)","Press, Melea (University of Glasgow)","Press, Melea (University of Glasgow)",7,7,,2.72,https://link.springer.com/content/pdf/10.1007/s13162-020-00185-6.pdf,https://app.dimensions.ai/details/publication/pub.1133366617,"35 Commerce, Management, Tourism and Services; 3506 Marketing",
3575,pub.1139023366,10.1111/risa.13769,34152625,,Organizational Resilience to Disruption Risks: Developing Metrics and Testing Effectiveness of Operational Strategies,"This study draws from the system resilience literature to propose three different metrics for evaluating the resilience performance of organizations against disruptions: the initial loss due to the disruption, the maximum loss, and the total loss over time. In order to show the usefulness of the developed metrics in practice, we deploy these metrics to study the effectiveness of two resilience strategies: maintaining operational slack and broadening operational scope, by empirically analyzing the performance of manufacturing firms that experienced a disruption during the period from 2005 to the end of 2014. The results show that maintaining certain aspects of operational slack and broadening business scope and geographic scope can affect these different metrics in different ways. Our results help decisionmakers in risk management to gain a better understanding of the conditions under which the recommended strategies actually improve organizations' resilience, as well as the ways in which they may do so.",This material is based upon work supported by the National Science Foundation under Grant Nos. 1952792 and 1735139.,,Risk Analysis,,,Benchmarking; Commerce; Risk Management,44368,2021,44368,2022-03,42,3,561-579,Closed,Article,"Baghersad, Milad; Zobel, Christopher W.","Baghersad, Milad (Department of Information Technology & Operations Management, College of Business, Florida Atlantic University, Boca Raton, FL, USA); Zobel, Christopher W. (Department of Business Information Technology, Pamplin College of Business, Virginia Tech, Blacksburg, VA, USA)","Baghersad, Milad (Florida Atlantic University)","Baghersad, Milad (Florida Atlantic University); Zobel, Christopher W. (Virginia Tech)",14,14,,9.08,,https://app.dimensions.ai/details/publication/pub.1139023366,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",
3565,pub.1148945692,10.1007/s12063-022-00294-4,,PMC9243818,RETRACTED ARTICLE: Applying blockchain technology in the corporate bond model for default risk assessment under the marketization principle,"This work expects to solve the problem that the traditional corporate bond model for default risk assessment has low accuracy and poor data collection and storage robustness. Firstly, this work uses the mature Kealhofer, McQuown, and Vasicek (KMV) model to evaluate the default risk of corporate bonds. Secondly, Blockchain (BC) technology's Information Security (SEC) performance in default risk assessment is studied. Finally, it analyzes the default disposal mechanism of Chinese bond corporates. The Wind database is selected to verify the proposed model. The results show that the proposed BC-based corporate bond model for default risk assessment has a good fitting effect and can meet practical needs. The BC-based data encryption only needs 14.1?ˇms to obtain a key from an 821-bytes public key. The encryption time and decryption time of the Number Theory Research Unit (NTRU) system are 7.9?ˇms and 2.9?ˇms, respectively. Therefore, BC technology shows good performance in data encryption and can improve ISEC. According to the KMV model, corporate bonds have certain default risks. The Distance to Default (DtD) of corporate bonds is 20.8% lower than that of companies. Thus, corporates have higher default risk. Therefore, methods are needed to reduce the default risk and improve the earnings. The finding provides important technical support for effectively reducing the default risk of bond corporates in China and ensuring the healthy development of bond markets.",The authors acknowledge the help from the university colleagues.,This research received no external funding.,Operations Management Research,,,,44736,2022,44736,2022-12,15,45355,879-890,All OA; Bronze,Article,"Ta, Na; Gao, Bo","Ta, Na (School of Economics, Peking University, 100871, Beijing, China); Gao, Bo (School of Government and Public Affairs, Communication University of China, 100024, Beijing, China)","Gao, Bo (Communication University of China)","Ta, Na (Peking University); Gao, Bo (Communication University of China)",0,0,,0,https://link.springer.com/content/pdf/10.1007/s12063-022-00294-4.pdf,https://app.dimensions.ai/details/publication/pub.1148945692,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment",
3563,pub.1128824944,10.1007/s10479-020-03695-5,32836617,PMC7322719,Quality management in humanitarian operations and disaster relief management: a review and future research directions,"Quality management has been widely discussed in the literature, and recent special issues on humanitarian supply chains and relief operations have emphasized the increasing importance of quality management in this key emerging area. In this paper, we provide an extensive literature review in the field of quality management in humanitarian operations and disaster relief management. Our comprehensive review, comprising 61 articles published from 2009 to 2018, leads to the identification of enablers (e.g., transparency, policy framework), challenges (e.g., financial services, identity protection), and theory development approaches, as well as numerous research gaps that must be addressed.",,,Annals of Operations Research,,,,44011,2020,44011,2022-12,319,1,1045-1098,All OA; Bronze,Article,"Modgil, Sachin; Singh, Rohit Kumar; Foropon, Cyril","Modgil, Sachin (International Management Institute (IMI), Kolkata, 2/4 C, Judges Ct Rd, Alipore, 700027, Kolkata, West Bengal, India); Singh, Rohit Kumar (International Management Institute (IMI), Kolkata, 2/4 C, Judges Ct Rd, Alipore, 700027, Kolkata, West Bengal, India); Foropon, Cyril (Montpellier Business School (MBS), France, 2300 Avenue des Moulins, 34185, Montpellier, France)","Modgil, Sachin (International Management Institute)","Modgil, Sachin (International Management Institute); Singh, Rohit Kumar (International Management Institute); Foropon, Cyril (Montpellier Business School)",58,33,3.74,26.17,https://link.springer.com/content/pdf/10.1007/s10479-020-03695-5.pdf,https://app.dimensions.ai/details/publication/pub.1128824944,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour",
3562,pub.1130862232,10.1016/j.landusepol.2020.105070,32952257,PMC7492006,Hybridization of valuation procedures as a medicine supporting the real estate market and sustainable land use development during the covid-19 pandemic and afterwards,"Currently we are facing the pandemic situation that occur all over the world. Regardless the country or even the region, the negative consequences that are expected could be very big and the level of crisis is not predictable. This situation is the challenge for the real estate market as well. Due to this fact, the authors believe that there is the time when deep transformation of approaches, procedures and awareness related to valuation domain becomes. Today, due to the fact of the global COVID-19 and pandemic restrictions is the best time to implement the automated models and advanced technological solutions to the valuation world. The authors proposed the hybrid approach that is the way to reconcile the participants on the property market. Hybrid approach is understanding as the synergy in combining aspects of new (automated solutions) and traditional components that are developed in the agile mode system creation. The proposed solutions can be treated as a cure for some symptoms of the real estate market infection but also as a vaccine, which should to a large extent prevent restrictions and nuisance in real estate valuation in case of repeated infection.",Declaration of Competing Interest The authors report no declarations of interest.,This work was supported by the National Science Centre [grant number 2019/33/B/HS4/00072],Land Use Policy,,,,44089,2020,44089,2020-12,99,,105070,All OA; Green,Article,"Renigier-Biè?ozor, Maè?gorzata; è?r??bek, Sabina; Walacik, Marek; Janowski, Artur","Renigier-Biè?ozor, Maè?gorzata (Department of Spatial Analysis and Real Estate Market, University of Warmia and Mazury in Olsztyn, Poland.); è?r??bek, Sabina (Department of Spatial Analysis and Real Estate Market, University of Warmia and Mazury in Olsztyn, Poland.); Walacik, Marek (Department of Spatial Analysis and Real Estate Market, University of Warmia and Mazury in Olsztyn, Poland.); Janowski, Artur (Institute of Geodesy, University of Warmia and Mazury in Olsztyn, Poland.)","è?r??bek, Sabina (University of Warmia and Mazury in Olsztyn)","Renigier-Biè?ozor, Maè?gorzata (University of Warmia and Mazury in Olsztyn); è?r??bek, Sabina (University of Warmia and Mazury in Olsztyn); Walacik, Marek (University of Warmia and Mazury in Olsztyn); Janowski, Artur (University of Warmia and Mazury in Olsztyn)",13,12,0.13,6.04,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7492006,https://app.dimensions.ai/details/publication/pub.1130862232,"35 Commerce, Management, Tourism and Services; 3504 Commercial Services; 38 Economics; 3801 Applied Economics",
3562,pub.1144111732,10.1016/j.scitotenv.2021.152587,34953841,,Global value chains participation and carbon emissions embodied in exports of China: Perspective of firm heterogeneity,"This paper studies the impact of global value chains (GVCs) participation on carbon emissions embodied in exports (EEE) of China during 2005-2016, and analyses firm heterogeneity from the perspective of firm ownership and trade patterns; Then, industries are classified based on factor intensity and technology level, and the industrial heterogeneity of different firms is analyzed; Finally, through counterfactual analysis, this paper evaluates EEE under four anti-globalization scenarios. The empirical study shows that with the increase of GVCs position, EEE first increases and then decreases, showing an inverted U-shaped distribution. From the perspective of firm ownership, the relationship between GVCs position of domestic firms and EEE is inverted U-shaped distribution, while GVCs position of multinational enterprises (MNEs) is positively correlated with EEE. The relationship of capital-intensive and technology-intensive domestic firms, high-tech and medium-tech manufacturing domestic firms are also inverted U-shaped distribution. The positive correlation of MNEs is reflected in the low-tech manufacturing industries. From the perspective of trade patterns, with the increase of GVCs position, EEE of processing trade firms presents an inverted U-shaped distribution, while it is not significant for general trade firms. The inverted U-shaped relationship between GVCs position in capital-intensive industries and EEE are confirmed in all firms. Under anti-globalization scenarios of 50% backflow, EEE would increase. Under scenarios of 100% backflow, EEE would reduce. The results above provide useful references to achieve carbon emission reduction targets.","This study was supported by the Beijing Social Science Foundation (No. 17JDYJB010), Joint Development Program of Beijing Municipal Commission of Education and China Scholarship Council (201806030178), and Program of Chinese Academy of Social Sciences (2021YQNQD0063).",,The Science of The Total Environment,,,Carbon; Carbon Dioxide; China; Commerce; Industry,44553,2021,44553,2022-03,813,,152587,Closed,Article,"Zheng, Lu; Zhao, Yuhuan; Shi, Qiaoling; Qian, Zhiling; Wang, Song; Zhu, Jingzhi","Zheng, Lu (School of Management and Economics, Beijing Institute of Technology, Beijing 100081, China.); Zhao, Yuhuan (School of Management and Economics, Beijing Institute of Technology, Beijing 100081, China; Sustainable Development Research Institute for Economy and Society of Beijing, Beijing 100081, China. Electronic address: zhaoyuhuan@bit.edu.cn.); Shi, Qiaoling (School of Management and Economics, Beijing Institute of Technology, Beijing 100081, China.); Qian, Zhiling (School of Management and Economics, Beijing Institute of Technology, Beijing 100081, China.); Wang, Song (Institute of Latin American Studies, Chinese Academy of Social Sciences, Beijing 100007, China.); Zhu, Jingzhi (Xinya College, Tsinghua University, Beijing 100084, China.)","Zhao, Yuhuan (Beijing Institute of Technology)","Zheng, Lu (Beijing Institute of Technology); Zhao, Yuhuan (Beijing Institute of Technology); Shi, Qiaoling (Beijing Institute of Technology); Qian, Zhiling (Beijing Institute of Technology); Wang, Song (Chinese Academy of Social Sciences); Zhu, Jingzhi (Tsinghua University)",27,27,3.02,17.51,,https://app.dimensions.ai/details/publication/pub.1144111732,"35 Commerce, Management, Tourism and Services; 3507 Strategy, Management and Organisational Behaviour","9 Industry, Innovation and Infrastructure"
3559,pub.1136738735,10.1007/s10660-021-09464-1,,PMC8006126,20 years of Electronic Commerce Research,"Abstract2021 marks the 20th anniversary of the founding of Electronic Commerce Research (ECR). The journal has changed substantially over its life, reflecting the wider changes in the tools and commercial focus of electronic commerce. ECRÉ??s early focus was telecommunications and electronic commerce. After reorganization and new editorship in 2014, that focus expanded to embrace emerging tools, business models, and applications in electronic commerce, with an emphasis on the innovations and the vibrant growth of electronic commerce in Asia. Over this time, ECRÉ??s impact and volume of publications have grown rapidly, and ECR is considered one of the premier journals in its discipline. This invited research summarizes the evolution of ECRÉ??s research focus over its history.",,,Electronic Commerce Research,,,,44284,2021,44284,2021-03,21,1,14611,All OA; Bronze,Article,"Kumar, Satish; Lim, Weng Marc; Pandey, Nitesh; Christopher Westland, J.","Kumar, Satish (Department of Management Studies, Malaviya National Institute of Technology, 302017, Jaipur, Rajasthan, India); Lim, Weng Marc (Swinburne Business School, Swinburne University of Technology, John Street, 3122, Hawthorn, Victoria, Australia; School of Business, Swinburne University of Technology, Jalan Simpang Tiga, 93350, Kuching, Sarawak, Malaysia); Pandey, Nitesh (Department of Management Studies, Malaviya National Institute of Technology, 302017, Jaipur, Rajasthan, India); Christopher Westland, J. (Department of Information and Decision Sciences, University of Illinois É?? Chicago, 601 S. Morgan Street, 60607-7124, Chicago, Illinois, USA)","Kumar, Satish (Malaviya National Institute of Technology Jaipur)","Kumar, Satish (Malaviya National Institute of Technology Jaipur); Lim, Weng Marc (Swinburne University of Technology; Swinburne University of Technology Sarawak Campus); Pandey, Nitesh (Malaviya National Institute of Technology Jaipur); Christopher Westland, J. (University of Illinois at Chicago)",118,101,,61.54,https://link.springer.com/content/pdf/10.1007/s10660-021-09464-1.pdf,https://app.dimensions.ai/details/publication/pub.1136738735,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4609 Information Systems",
3538,pub.1136929816,10.1007/s40171-021-00268-8,,PMC8021297,KeralaÉ??s Innovations and Flexibility for Covid-19 Recovery: Storytelling using Systems Thinking,"During the early five months of the first phase of the Covid-19 pandemic, the South Indian state of Kerala regularly appeared in world media, presenting an impactful case of Covid-19 innovations. The purpose of this article is to uniquely present KeralaÉ??s success of flattening the Covid-19 curve during that period, employing storytelling using systems thinking. Contributing to the literature stream linking flexible systems management and systems thinking, this study presents the interconnected whole of KeralaÉ??s Covid-19 innovations for pandemic management. The reference mode that was developed using the systems thinking and modelling methodology confirmed KeralaÉ??s exemplary performance in flattening the Covid-19 curve during the first five months of 2020. The systems model built showed six feedback loops explaining how Covid-19 spreading was controlled in Kerala by different types of innovations and an effective public health system. Overall, with a strong inbuilt social fabric, experienced leadership that withered Nipah-virus outbreak, and robust public health system at its advantage, Kerala flattened the Covid-19 curve using its intertwined social, policing, communication and technological innovations.",,,Global Journal of Flexible Systems Management,,,,44291,2021,44291,2021-06,22,Suppl 1,33-43,All OA; Bronze,Article,"Elias, Arun A.","Elias, Arun A. (Wellington School of Business and Government, Victoria University of Wellington, Wellington, New Zealand)","Elias, Arun A. (Victoria University of Wellington)","Elias, Arun A. (Victoria University of Wellington)",34,28,,24.27,https://link.springer.com/content/pdf/10.1007/s40171-021-00268-8.pdf,https://app.dimensions.ai/details/publication/pub.1136929816,"35 Commerce, Management, Tourism and Services; 3505 Human Resources and Industrial Relations; 3507 Strategy, Management and Organisational Behaviour",3 Good Health and Well Being
3536,pub.1153678805,10.1371/journal.pone.0278518,36525404,PMC9757600,The moderating role of informatization between country risks and international tourism: A cross-country panel analysis,"Informatization plays an increasingly important role in the tourism industry, while its effectiveness in alleviating tourism risks remains to be verified. This research aims to explore the effects of country risks on the international tourism and the moderating role of informatization between the two. This study firstly measures country risks based on the ICRG database, quantifies international tourism by tourism revenue, tourism expenditure, and tourist arrival, and calculates informatization level from informatization facilities, informatization applications, and informatization skills. A dynamic SYS-GMM model is then adopted to verify the research hypotheses based on the panel data of 138 countries from 2000 to 2019. The research results show that the composite country risk, political risk, economic risk, and financial risk all show a negative impact on the international tourism indicators regardless of different time periods, regions, or income levels. However, the effects are more obvious before the global financial crisis in 2008 and regions and countries with lower income levels. In addition, informatization is found to positively mitigate the adverse impacts of country risks on international tourism, especially for economic and financial risks. The research findings indicate the risk hedge potential of informatization in the tourism industry, which provides a profound reference for destination risk management.",,"This work was supported by China Postdoctoral Science Foundation (2019M660783, to Zhaoming Deng), China Postdoctoral Science Foundation (2018M641457, to Fuyuan Wang) and National Natural Science Foundation of China (41901181, to Fuyuan Wang). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",PLOS ONE,,Mar??a del Carmen Valls Mart??nez,Tourism; Travel,44911,2022,44911,,17,12,e0278518,All OA; Gold,Article,"Deng, Zhaoming; Zhou, Meijing; Xu, Qiong","Deng, Zhaoming (Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Resources and Environmental Information System, Chinese Academy of Sciences, Beijing, China); Zhou, Meijing (College of Humanities and Social Sciences, Beijing Institute of Petrochemical Technology, Beijing, China; Beijing Academy of Safety Engineering and Technology, Beijing, China); Xu, Qiong (Business School, Central South University, Changsha, China)","Zhou, Meijing (Beijing Institute of Petrochemical Technology; Beijing Academy of Safety Engineering and Technology, Beijing, China); Xu, Qiong (Central South University)","Deng, Zhaoming (Institute of Geographic Sciences and Natural Resources Research; Institute of Geographic Sciences and Natural Resources Research); Zhou, Meijing (Beijing Institute of Petrochemical Technology; Beijing Academy of Safety Engineering and Technology, Beijing, China); Xu, Qiong (Central South University)",0,0,,0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0278518&type=printable,https://app.dimensions.ai/details/publication/pub.1153678805,"35 Commerce, Management, Tourism and Services; 3504 Commercial Services; 3506 Marketing; 3508 Tourism; 38 Economics; 3801 Applied Economics",
3531,pub.1141187997,10.1111/risa.13823,34533220,PMC9544050,Prioritization of Resilience Initiatives for ClimateÉ?êRelated Disasters in the Metropolitan City of Venice,"Increases in the magnitude and frequency of climate and other disruptive factors are placing environmental, economic, and social stresses on coastal systems. This is further exacerbated by land use transformations, urbanization, over-tourism, sociopolitical tensions, technological innovations, among others. A scenario-informed multicriteria decision analysis (MCDA) was applied in the Metropolitan City of Venice integrating qualitative (i.e., local stakeholder preferences) and quantitative information (i.e., climate-change projections) with the aim of enhancing system resilience to multiple climate-related threats. As part of this analysis, different groups of local stakeholders (e.g., local authorities, civil protection agencies, SMEs, NGOs) were asked to identify critical functions that needs to be sustained. Various policy initiatives were considered to support these critical functions. The MCDA was used to rank the initiatives across several scenarios describing main climate threats (e.g., storm surges, floods, heatwaves, drought). We found that many climate change scenarios were considered to be disruptive to stakeholders and influence alternative ranking. The management alternatives acting on physical domain generally enhance resilience across just a few scenarios while cognitive and informative initiatives provided resilience enhancement across most scenarios considered. With uncertainty of multiple stressors along with projected climate variability, a portfolio of cognitive and physical initiatives is recommended to enhance resilience.","The research leading to these results has received funding from the Italian Ministry of Foreign Affairs and International Cooperation in the frame of the Project BRIDGEÉ??Building resilience of society to disasters: improved methodologies and solutions for Italy and USA (2019É??2021). The authors would like to thank all the local stakeholders of the Metropolitan City of Venice for the fruitful collaboration, discussions, and supply of data. We also thank the two anonymous reviewers for their precious comments, which helped to improve the quality of the manuscript. Open Access Funding provided by Universita Ca&#x27; Foscari within the CRUIÉ?êCARE Agreement.",,Risk Analysis,,,Cities; Climate Change; Disasters; Floods; Uncertainty,44456,2021,44456,2022-05,42,5,931-952,All OA; Hybrid,Article,"Bonato, Marta; Sambo, Beatrice; Sperotto, Anna; Lambert, James H.; Linkov, Igor; Critto, Andrea; Torresan, Silvia; Marcomini, Antonio","Bonato, Marta (Fondazione Centro EuroÉ?êMediterraneo sui Cambiamenti Climatici (Fondazione CMCC), c/via Augusto Imperatore 16, Lecce, 73100, Italy; University of CaÉ?? Foscari, Via Torino 155, Venezia Mestre, 30170, Italy; HelmholtzÉ?êCentre for Environmental Research É?ê UFZ, 15 Permoserstra??e, Leipzig, 04318, Germany); Sambo, Beatrice (Fondazione Centro EuroÉ?êMediterraneo sui Cambiamenti Climatici (Fondazione CMCC), c/via Augusto Imperatore 16, Lecce, 73100, Italy; University of CaÉ?? Foscari, Via Torino 155, Venezia Mestre, 30170, Italy); Sperotto, Anna (Fondazione Centro EuroÉ?êMediterraneo sui Cambiamenti Climatici (Fondazione CMCC), c/via Augusto Imperatore 16, Lecce, 73100, Italy; University of CaÉ?? Foscari, Via Torino 155, Venezia Mestre, 30170, Italy; Basque Centre for Climate Change (BC3), Scientific Campus of the University of the Basque Country, Building 1, Barrio Sarriena 48940, Leioa, Bizkaia, Spain); Lambert, James H. (University of Virginia, Charlottesville, VA, USA); Linkov, Igor (Engineer Research and Development Center, U.S. Army Corps of Engineers, Concord, MA, USA; Carnegie Mellon University, Pittsburgh, PA, USA); Critto, Andrea (Fondazione Centro EuroÉ?êMediterraneo sui Cambiamenti Climatici (Fondazione CMCC), c/via Augusto Imperatore 16, Lecce, 73100, Italy; University of CaÉ?? Foscari, Via Torino 155, Venezia Mestre, 30170, Italy); Torresan, Silvia (Fondazione Centro EuroÉ?êMediterraneo sui Cambiamenti Climatici (Fondazione CMCC), c/via Augusto Imperatore 16, Lecce, 73100, Italy); Marcomini, Antonio (Fondazione Centro EuroÉ?êMediterraneo sui Cambiamenti Climatici (Fondazione CMCC), c/via Augusto Imperatore 16, Lecce, 73100, Italy; University of CaÉ?? Foscari, Via Torino 155, Venezia Mestre, 30170, Italy)","Critto, Andrea (Euro-Mediterranean Center for Climate Change; Ca' Foscari University of Venice)","Bonato, Marta (Euro-Mediterranean Center for Climate Change; Ca' Foscari University of Venice; Helmholtz Centre for Environmental Research); Sambo, Beatrice (Euro-Mediterranean Center for Climate Change; Ca' Foscari University of Venice); Sperotto, Anna (Euro-Mediterranean Center for Climate Change; Ca' Foscari University of Venice; Basque Centre for Climate Change); Lambert, James H. (University of Virginia); Linkov, Igor (United States Army Corps of Engineers; Carnegie Mellon University); Critto, Andrea (Euro-Mediterranean Center for Climate Change; Ca' Foscari University of Venice); Torresan, Silvia (Euro-Mediterranean Center for Climate Change); Marcomini, Antonio (Euro-Mediterranean Center for Climate Change; Ca' Foscari University of Venice)",11,11,2.43,6.74,https://doi.org/10.1111/risa.13823,https://app.dimensions.ai/details/publication/pub.1141187997,"35 Commerce, Management, Tourism and Services; 3508 Tourism; 41 Environmental Sciences",13 Climate Action
